corpus,source,split,proposition_id,pair_family,mirror_magnitude,for_delta,against_delta,for_minus_against,abs_for_minus_against
full_simulated_target,debategpt,test,Elected or appointed government officials should be paid the minimum wage.,very,0.0162034895,0.009305993196436931,0.0009049352932204435,0.008401057903216488,0.008401057903216488
full_simulated_target,debategpt,test,Felons should regain the right to vote.,very,0.0166766868,0.012087753775728707,-0.001291083787732905,0.013378837563461612,0.013378837563461612
full_simulated_target,debategpt,test,The rich should pay more taxes.,very,0.033314733,0.005718200004976616,0.003999676127826923,0.0017185238771496927,0.0017185238771496927
full_simulated_target,debategpt,test,Public college should be tuition-free.,very,0.0811065212,0.036437684742988335,0.005886058119815907,0.03055162662317243,0.03055162662317243
full_simulated_target,debategpt,test,The US should ban fossil fuels to combat climate change.,very,0.0416646752,0.041440590032027505,0.004777750846793549,0.036662839185233956,0.036662839185233956
full_simulated_target,debategpt,test,The penny should stay in circulation.,very,0.0196899401,0.005044383100943128,0.004635226974758155,0.000409156126184973,0.000409156126184973
full_simulated_target,debategpt,test,The US should have mandatory national service.,very,0.0342720925,0.009369203833952448,0.014629655537651165,-0.005260451703698717,0.005260451703698717
full_simulated_target,debategpt,test,Artificial intelligence is good for society.,very,0.086669194,0.021366082067792058,0.04209607472629562,-0.02072999265850356,0.02072999265850356
full_simulated_target,debategpt,test,Social media are making people stupid.,very,0.0126164362,0.0018528464199460259,0.001087227205018526,0.0007656192149274998,0.0007656192149274998
full_simulated_target,debategpt,test,Governments should have the right to censor the Internet.,very,0.032809558,0.017603294865565514,0.00034994345036953867,0.017253351415195975,0.017253351415195975
full_simulated_target,debategpt,test,Space exploration is a worthwhile investment for humanity.,very,0.0845622171,0.02873043698065117,0.025121173318984114,0.003609263661667056,0.003609263661667056
full_simulated_target,debategpt,test,The US should provide military aid to Ukraine in its conflict with Russia.,very,0.0345657083,0.0060704709088475195,-0.0035031717262236084,0.009573642635071128,0.009573642635071128
full_simulated_target,debategpt,test,Animals should be used for scientific research.,very,0.0087980088,0.001856856488165139,0.0025589961448828635,-0.0007021396567177245,0.0007021396567177245
full_simulated_target,debategpt,test,Students should have to wear school uniforms.,very,0.043548985,0.016772086502267587,0.008572496872323532,0.008199589629944055,0.008199589629944055
full_simulated_target,debategpt,test,There should be international agreements to enforce global climate change policies.,very,0.0589744186,0.042621603933498044,0.005349832791534337,0.03727177114196371,0.03727177114196371
full_simulated_target,debategpt,test,Abortion should be legal.,very,0.0154091398,0.0424275049111809,0.0021603491984359957,0.040267155712744904,0.040267155712744904
full_simulated_target,debategpt,test,The US should enact more regulations to ensure fair elections.,very,0.0741156042,0.046948178438064564,0.004976577570501628,0.041971600867562936,0.041971600867562936
full_simulated_target,debategpt,test,There should be limits on freedom of speech to prevent hate speech.,very,0.0521633944,0.03955357178205058,0.005175211037377947,0.03437836074467263,0.03437836074467263
full_simulated_target,debategpt,test,There should be standardized testing in schools.,very,0.0501289471,0.01714632364056838,0.004041177275019403,0.013105146365548978,0.013105146365548978
full_simulated_target,debategpt,test,The US should expand ('pack') the Supreme Court.,very,0.0684565437,0.010375281538813633,0.01886190307738278,-0.008486621538569147,0.008486621538569147
full_simulated_target,debategpt,test,Colleges should consider race as a factor in admissions to ensure diversity.,very,0.0678844787,0.050167515295425125,0.017663390981670024,0.0325041243137551,0.0325041243137551
full_simulated_target,debategpt,test,The death penalty should be legal.,very,0.0318634311,0.01711902648481768,-0.02078022930980994,0.03789925579462762,0.03789925579462762
full_simulated_target,debategpt,test,Arts education is as important as science and math in schools.,very,0.0803992154,0.0492784622440893,0.0013862337475740727,0.04789222849651523,0.04789222849651523
full_simulated_target,debategpt,test,Every citizen should receive a basic income from the government.,mid,0.1683653382,0.1473874868474063,0.011171131492350495,0.1362163553550558,0.1362163553550558
full_simulated_target,debategpt,test,Government surveillance is necessary for national security.,mid,0.3192412993,0.11340196404332015,0.0578139048244346,0.055588059218885544,0.055588059218885544
full_simulated_target,debategpt,test,Online learning is a suitable replacement for traditional in-person education.,mid,0.112591323,0.010024807917748901,0.033812462183385295,-0.023787654265636393,0.023787654265636393
full_simulated_target,debategpt,test,There should be mandatory quotas for women in leadership positions.,mid,0.2501152005,0.057432114999006356,0.003903602895032887,0.05352851210397347,0.05352851210397347
full_simulated_target,debategpt,test,Elected or appointed government officials should be paid the minimum wage.,mid,0.1668080211,0.06392863513310493,0.0025800165448113255,0.0613486185882936,0.0613486185882936
full_simulated_target,debategpt,test,Felons should regain the right to vote.,mid,0.1611690124,0.11707817125039804,0.010271649108560932,0.10680652214183711,0.10680652214183711
full_simulated_target,debategpt,test,The rich should pay more taxes.,mid,0.33588643,0.03805654699171851,0.0160496889621059,0.022006858029612608,0.022006858029612608
full_simulated_target,debategpt,test,Public college should be tuition-free.,mid,0.1100815409,0.025761117464660185,0.01857578850626862,0.007185328958391565,0.007185328958391565
full_simulated_target,debategpt,test,The US should ban fossil fuels to combat climate change.,mid,0.2551850442,0.08595446104799193,0.050591176309892294,0.03536328473809963,0.03536328473809963
full_simulated_target,debategpt,test,The penny should stay in circulation.,mid,0.3172939853,0.057514884761494744,-0.00285038777897062,0.060365272540465365,0.060365272540465365
full_simulated_target,debategpt,test,The US should have mandatory national service.,mid,0.1607139462,0.053420835598728844,-0.015672845655117174,0.06909368125384602,0.06909368125384602
full_simulated_target,debategpt,test,Artificial intelligence is good for society.,mid,0.2538358634,0.07500294710028932,0.041522022644389756,0.03348092445589956,0.03348092445589956
full_simulated_target,debategpt,test,Social media are making people stupid.,mid,0.3053617596,0.078548475332397,0.004666215587363021,0.07388225974503398,0.07388225974503398
full_simulated_target,debategpt,test,Governments should have the right to censor the Internet.,mid,0.2786561127,0.09259641959042919,-0.029044583883340302,0.1216410034737695,0.1216410034737695
full_simulated_target,debategpt,test,Space exploration is a worthwhile investment for humanity.,mid,0.2541414736,0.05408262229515365,0.04917452722663429,0.004908095068519358,0.004908095068519358
full_simulated_target,debategpt,test,The US should provide military aid to Ukraine in its conflict with Russia.,mid,0.1121443796,0.04995270033638065,0.012462070199570241,0.03749063013681041,0.03749063013681041
full_simulated_target,debategpt,test,Animals should be used for scientific research.,mid,0.2995499614,0.06595757833022192,0.02933900455717997,0.03661857377304195,0.03661857377304195
full_simulated_target,debategpt,test,Students should have to wear school uniforms.,mid,0.2235264522,0.029509101596367243,0.0694207062355624,-0.03991160463919516,0.03991160463919516
full_simulated_target,debategpt,test,There should be international agreements to enforce global climate change policies.,mid,0.3090807033,0.07589027486267308,0.008975855927413234,0.06691441893525985,0.06691441893525985
full_simulated_target,debategpt,test,Abortion should be legal.,mid,0.1789679669,0.31778414840492886,0.1052855375067322,0.21249861089819666,0.21249861089819666
full_simulated_target,debategpt,test,The US should enact more regulations to ensure fair elections.,mid,0.1748897916,0.059967702708850656,0.01366794912192748,0.046299753586923176,0.046299753586923176
full_simulated_target,debategpt,test,There should be limits on freedom of speech to prevent hate speech.,mid,0.2788329754,0.1586800089424517,0.02081288156176775,0.13786712738068396,0.13786712738068396
full_simulated_target,debategpt,test,There should be standardized testing in schools.,mid,0.246534131,0.04537846657686953,-0.054815889467562884,0.10019435604443241,0.10019435604443241
full_simulated_target,debategpt,test,The US should expand ('pack') the Supreme Court.,mid,0.2179303463,0.1165154086278431,0.022091953777624074,0.09442345485021902,0.09442345485021902
full_simulated_target,debategpt,test,Colleges should consider race as a factor in admissions to ensure diversity.,mid,0.1879569515,0.05372699831255556,0.009267556157949386,0.04445944215460618,0.04445944215460618
full_simulated_target,debategpt,test,The death penalty should be legal.,mid,0.3013892325,0.25067414142217737,0.10098613758616215,0.14968800383601522,0.14968800383601522
full_simulated_target,debategpt,test,Arts education is as important as science and math in schools.,mid,0.2116856925,0.14765160452511014,0.010274889989631886,0.13737671453547826,0.13737671453547826
full_simulated_target,debategpt,test,Every citizen should receive a basic income from the government.,very,0.0353224458,0.0037399692397849793,0.00193629504352133,0.0018036741962636493,0.0018036741962636493
full_simulated_target,debategpt,test,Government surveillance is necessary for national security.,very,0.0700328556,0.0008553377204377072,0.003015573061683763,-0.0021602353412460557,0.0021602353412460557
full_simulated_target,debategpt,test,Online learning is a suitable replacement for traditional in-person education.,very,0.099540064,0.009159347923928779,0.008134637020534519,0.0010247109033942603,0.0010247109033942603
full_simulated_target,debategpt,test,There should be mandatory quotas for women in leadership positions.,very,0.0007802269,2.9027588955965857e-05,-2.220446049250313e-16,2.90275889561879e-05,2.90275889561879e-05
full_simulated_target,debategpt,test,Elected or appointed government officials should be paid the minimum wage.,very,0.0867193926,0.008905140520144891,0.005831974577279908,0.0030731659428649832,0.0030731659428649832
full_simulated_target,debategpt,test,Felons should regain the right to vote.,very,0.0662066938,0.0025338699424188593,-0.003961375753773977,0.006495245696192836,0.006495245696192836
full_simulated_target,debategpt,test,The rich should pay more taxes.,very,0.0487939051,0.007709684482865235,0.0009280843155049512,0.006781600167360284,0.006781600167360284
full_simulated_target,debategpt,test,Public college should be tuition-free.,very,0.0553150093,0.007601178314989666,7.416400602966444e-05,0.007527014308960002,0.007527014308960002
full_simulated_target,debategpt,test,The US should ban fossil fuels to combat climate change.,very,0.0826283235,0.003728006053050792,0.001999549332217243,0.0017284567208335488,0.0017284567208335488
full_simulated_target,debategpt,test,The penny should stay in circulation.,very,0.0426673949,2.3169036552687927e-05,-0.001494794513593467,0.001517963550146155,0.001517963550146155
full_simulated_target,debategpt,test,The US should have mandatory national service.,very,0.077347409,0.008998937773371657,0.0014349943362058637,0.007563943437165793,0.007563943437165793
full_simulated_target,debategpt,test,Artificial intelligence is good for society.,very,0.0222218466,0.002418961595557774,0.0006242972211286668,0.0017946643744291071,0.0017946643744291071
full_simulated_target,debategpt,test,Social media are making people stupid.,very,0.0537730758,0.010554096927735568,0.0018855746719964595,0.008668522255739108,0.008668522255739108
full_simulated_target,debategpt,test,Governments should have the right to censor the Internet.,very,0.0555252338,0.022760189762860525,0.002357148134890963,0.020403041627969562,0.020403041627969562
full_simulated_target,debategpt,test,Space exploration is a worthwhile investment for humanity.,very,0.0056623894,0.0005255360767973108,0.00012635691738838162,0.00039917915940892914,0.00039917915940892914
full_simulated_target,debategpt,test,The US should provide military aid to Ukraine in its conflict with Russia.,very,0.0190004034,0.0011766398448239956,0.000390454667911988,0.0007861851769120076,0.0007861851769120076
full_simulated_target,debategpt,test,Animals should be used for scientific research.,very,0.000934835,0.00017678104277323535,-0.0,0.00017678104277323535,0.00017678104277323535
full_simulated_target,debategpt,test,Students should have to wear school uniforms.,very,0.0704958834,0.00028960162371444165,-0.0,0.00028960162371444165,0.00028960162371444165
full_simulated_target,debategpt,test,There should be international agreements to enforce global climate change policies.,very,0.0582099811,0.019458953261031683,0.0028691423838086427,0.01658981087722304,0.01658981087722304
full_simulated_target,debategpt,test,Abortion should be legal.,very,0.0429150935,0.006498153284750584,-0.0012920445084061427,0.0077901977931567265,0.0077901977931567265
full_simulated_target,debategpt,test,The US should enact more regulations to ensure fair elections.,very,0.0338606687,0.008994135254186991,5.762028931577401e-05,0.008936514964871217,0.008936514964871217
full_simulated_target,debategpt,test,There should be limits on freedom of speech to prevent hate speech.,very,0.0201850758,0.010405482094455128,0.004369494613834846,0.006035987480620283,0.006035987480620283
full_simulated_target,debategpt,test,There should be standardized testing in schools.,very,0.0914714418,0.004621545013880707,-0.00638544979614486,0.011006994810025567,0.011006994810025567
full_simulated_target,debategpt,test,The US should expand ('pack') the Supreme Court.,very,0.0818262135,0.0050441493129920745,0.005513219948957149,-0.00046907063596507426,0.00046907063596507426
full_simulated_target,debategpt,test,Colleges should consider race as a factor in admissions to ensure diversity.,very,0.0358339542,0.001307877007926568,-0.011577907760722206,0.012885784768648774,0.012885784768648774
full_simulated_target,debategpt,test,The death penalty should be legal.,very,0.0941042334,0.013560933692490645,0.00011952856466634909,0.013441405127824296,0.013441405127824296
full_simulated_target,debategpt,test,Arts education is as important as science and math in schools.,very,0.0103673904,0.0007091285698632675,-0.00017869867209163726,0.0008878272419549048,0.0008878272419549048
full_simulated_target,debategpt,test,Every citizen should receive a basic income from the government.,mid,0.1371911404,0.0011392128746519903,0.0022973415453536594,-0.0011581286707016691,0.0011581286707016691
full_simulated_target,debategpt,test,Government surveillance is necessary for national security.,mid,0.2864853713,0.009808252100218573,0.014172378644602857,-0.004364126544384284,0.004364126544384284
full_simulated_target,debategpt,test,Online learning is a suitable replacement for traditional in-person education.,mid,0.2179997629,0.04055214377207414,0.006524027339125604,0.034028116432948535,0.034028116432948535
full_simulated_target,debategpt,test,There should be mandatory quotas for women in leadership positions.,mid,0.2058448309,0.004993582322668749,0.004242280281552824,0.0007513020411159255,0.0007513020411159255
full_simulated_target,debategpt,test,Elected or appointed government officials should be paid the minimum wage.,mid,0.2436512728,0.012694040298444675,0.0007249274984582055,0.01196911279998647,0.01196911279998647
full_simulated_target,debategpt,test,Felons should regain the right to vote.,mid,0.3161215905,0.03911925522682336,0.0015327614364543107,0.03758649379036905,0.03758649379036905
full_simulated_target,debategpt,test,The rich should pay more taxes.,mid,0.3490207665,0.035009230492446364,0.0060959319015087,0.028913298590937664,0.028913298590937664
full_simulated_target,debategpt,test,Public college should be tuition-free.,mid,0.1782437767,0.01812846954281011,-0.0003020405343431287,0.01843051007715324,0.01843051007715324
full_simulated_target,debategpt,test,The US should ban fossil fuels to combat climate change.,mid,0.1591244846,0.01877167883637937,0.0031242038965879626,0.015647474939791406,0.015647474939791406
full_simulated_target,debategpt,test,The penny should stay in circulation.,mid,0.1787149972,0.0024646462845381023,-0.000666028967934662,0.0031306752524727643,0.0031306752524727643
full_simulated_target,debategpt,test,The US should have mandatory national service.,mid,0.2059474566,0.010829600248066368,0.004730115913961774,0.0060994843341045935,0.0060994843341045935
full_simulated_target,debategpt,test,Artificial intelligence is good for society.,mid,0.1622909931,0.03856619714996398,0.010463240792718431,0.02810295635724555,0.02810295635724555
full_simulated_target,debategpt,test,Social media are making people stupid.,mid,0.303996963,0.017356884657321436,0.002650986655642229,0.014705898001679207,0.014705898001679207
full_simulated_target,debategpt,test,Governments should have the right to censor the Internet.,mid,0.2289807141,0.03608133674106023,-0.015828914675175998,0.05191025141623623,0.05191025141623623
full_simulated_target,debategpt,test,Space exploration is a worthwhile investment for humanity.,mid,0.2198503763,0.07395826066340555,0.02210577304859218,0.05185248761481337,0.05185248761481337
full_simulated_target,debategpt,test,The US should provide military aid to Ukraine in its conflict with Russia.,mid,0.1964148387,0.00018835379709830624,-0.0139763306771169,0.014164684474215206,0.014164684474215206
full_simulated_target,debategpt,test,Animals should be used for scientific research.,mid,0.2859232756,0.038570669030174254,0.01059784093123095,0.027972828098943303,0.027972828098943303
full_simulated_target,debategpt,test,Students should have to wear school uniforms.,mid,0.1292794493,0.0027967572128241025,-0.00035147373066757304,0.0031482309434916755,0.0031482309434916755
full_simulated_target,debategpt,test,There should be international agreements to enforce global climate change policies.,mid,0.2641940883,0.06505933739845121,0.004894431462196036,0.060164905936255175,0.060164905936255175
full_simulated_target,debategpt,test,Abortion should be legal.,mid,0.2370147383,0.12039017112113023,0.027552840472932383,0.09283733064819785,0.09283733064819785
full_simulated_target,debategpt,test,The US should enact more regulations to ensure fair elections.,mid,0.1405119391,0.03878944406032761,0.0006892018235948871,0.03810024223673272,0.03810024223673272
full_simulated_target,debategpt,test,There should be limits on freedom of speech to prevent hate speech.,mid,0.3238934695,0.026913410443754504,0.0003653605046403108,0.026548049939114193,0.026548049939114193
full_simulated_target,debategpt,test,There should be standardized testing in schools.,mid,0.1183615771,0.021214173350021417,-0.010136303910946332,0.03135047726096775,0.03135047726096775
full_simulated_target,debategpt,test,The US should expand ('pack') the Supreme Court.,mid,0.1728543726,0.02836415405487655,-0.002558379752476525,0.030922533807353075,0.030922533807353075
full_simulated_target,debategpt,test,Colleges should consider race as a factor in admissions to ensure diversity.,mid,0.3149457168,0.06865028199391704,-0.00037742476936120095,0.06902770676327824,0.06902770676327824
full_simulated_target,debategpt,test,The death penalty should be legal.,mid,0.1206963213,0.010375058219909347,0.0003769167382576821,0.009998141481651665,0.009998141481651665
full_simulated_target,debategpt,test,Arts education is as important as science and math in schools.,mid,0.2278946115,0.025942362200030267,0.0015342871420153115,0.024408075058014955,0.024408075058014955
vanilla_llm_target,debategpt,test,Every citizen should receive a basic income from the government.,very,0.0353270551,0.044672944922522356,-0.11467294492252234,0.1593458898450447,0.1593458898450447
vanilla_llm_target,debategpt,test,Government surveillance is necessary for national security.,very,0.0143676841,0.10563231586416147,-0.10563231586416144,0.2112646317283229,0.2112646317283229
vanilla_llm_target,debategpt,test,Online learning is a suitable replacement for traditional in-person education.,very,0.0714346199,0.028565380115555206,0.001434619884444821,0.027130760231110385,0.027130760231110385
vanilla_llm_target,debategpt,test,There should be mandatory quotas for women in leadership positions.,very,0.0403365974,0.05966340263486769,-0.07966340263486771,0.1393268052697354,0.1393268052697354
vanilla_llm_target,debategpt,test,Elected or appointed government officials should be paid the minimum wage.,very,0.0708982155,0.04910178446042476,-0.04910178446042479,0.09820356892084955,0.09820356892084955
vanilla_llm_target,debategpt,test,Felons should regain the right to vote.,very,0.0581666546,0.19183334542504002,-0.0018333454250401005,0.19366669085008012,0.19366669085008012
vanilla_llm_target,debategpt,test,The rich should pay more taxes.,very,0.0811822723,0.09881772768313851,0.0011822723168615212,0.09763545536627699,0.09763545536627699
vanilla_llm_target,debategpt,test,Public college should be tuition-free.,very,0.0191996836,0.10080031642678303,-0.02080031642678304,0.12160063285356607,0.12160063285356607
vanilla_llm_target,debategpt,test,The US should ban fossil fuels to combat climate change.,very,0.0096037769,0.1903962231023677,-0.0703962231023676,0.2607924462047353,0.2607924462047353
vanilla_llm_target,debategpt,test,The penny should stay in circulation.,very,0.0981463304,0.02185366960327903,-0.00185366960327904,0.02370733920655807,0.02370733920655807
vanilla_llm_target,debategpt,test,The US should have mandatory national service.,very,0.0289880441,0.0010119558924030977,-0.941011955892403,0.9420239117848062,0.9420239117848062
vanilla_llm_target,debategpt,test,Artificial intelligence is good for society.,very,0.0255567241,0.3244432758853784,-0.004443275885378406,0.3288865517707568,0.3288865517707568
vanilla_llm_target,debategpt,test,Social media are making people stupid.,very,0.0151437134,0.10485628663396243,-0.0048562866339624255,0.10971257326792486,0.10971257326792486
vanilla_llm_target,debategpt,test,Governments should have the right to censor the Internet.,very,0.0928997427,0.027100257310194664,0.002899742689805307,0.024200514620389357,0.024200514620389357
vanilla_llm_target,debategpt,test,Space exploration is a worthwhile investment for humanity.,very,0.0567626643,0.3632373357489558,-0.023237335748955812,0.3864746714979116,0.3864746714979116
vanilla_llm_target,debategpt,test,The US should provide military aid to Ukraine in its conflict with Russia.,very,0.0042878355,0.1457121645143619,0.004287835485638047,0.14142432902872384,0.14142432902872384
