corpus,proposition,stance,n_rounds,mean_total_delta,median_total_delta,mean_abs_total_delta,toward_round_rate,away_round_rate,near_zero_round_rate
full_simulated_target__policy=naive,Abortion should be legal.,opposes,5,-0.012694244798821353,-1.1102230246251565e-16,0.012694244798821353,0.0,0.4,0.6
full_simulated_target__policy=naive,Abortion should be legal.,supports,4,0.0013754439734712989,0.0,0.0013754439734712989,0.0,0.0,1.0
full_simulated_target__policy=naive,Animals should be used for scientific research.,opposes,4,-0.001774265331721453,0.0,0.001774265331721453,0.0,0.0,1.0
full_simulated_target__policy=naive,Animals should be used for scientific research.,supports,5,0.0071624476219146384,0.0,0.0071624476219146384,0.2,0.0,0.8
full_simulated_target__policy=naive,Artificial intelligence is good for society.,opposes,4,-0.00025233437857899443,-1.6653345369377348e-16,0.00025233437857899443,0.0,0.0,1.0
full_simulated_target__policy=naive,Artificial intelligence is good for society.,supports,5,0.009152654276004514,0.0,0.00915265427600458,0.2,0.0,0.8
full_simulated_target__policy=naive,Arts education is as important as science and math in schools.,opposes,5,-0.012467615759560369,0.0,0.012467615759560369,0.0,0.2,0.8
full_simulated_target__policy=naive,Arts education is as important as science and math in schools.,supports,4,0.0012218909848020817,0.0,0.0012218909848020886,0.0,0.0,1.0
full_simulated_target__policy=naive,Colleges should consider race as a factor in admissions to ensure diversity.,opposes,4,-0.002001495037899814,0.0,0.004111048834108233,0.0,0.25,0.75
full_simulated_target__policy=naive,Colleges should consider race as a factor in admissions to ensure diversity.,supports,5,0.02675223625037716,0.010153110286727204,0.02675223625037716,0.6,0.0,0.4
full_simulated_target__policy=naive,Elected or appointed government officials should be paid the minimum wage.,opposes,4,-0.00991599115968464,-0.0010277172880974739,0.00991599115968464,0.0,0.25,0.75
full_simulated_target__policy=naive,Elected or appointed government officials should be paid the minimum wage.,supports,5,0.00462836291171106,0.0038783600534813556,0.00462836291171106,0.2,0.0,0.8
full_simulated_target__policy=naive,Every citizen should receive a basic income from the government.,opposes,4,-0.006126351823917714,-5.551115123125783e-17,0.006126351823917714,0.0,0.25,0.75
full_simulated_target__policy=naive,Every citizen should receive a basic income from the government.,supports,5,0.01273916109381239,6.938893903907228e-18,0.01273916109381239,0.2,0.0,0.8
full_simulated_target__policy=naive,Felons should regain the right to vote.,opposes,4,-0.0004871427757271729,0.0,0.0004871427757271729,0.0,0.0,1.0
full_simulated_target__policy=naive,Felons should regain the right to vote.,supports,5,0.003911941535938228,0.0,0.003911941535938228,0.2,0.0,0.8
full_simulated_target__policy=naive,Government surveillance is necessary for national security.,opposes,4,-0.028463699263717696,-0.005761522098279737,0.028463699263717696,0.0,0.5,0.5
full_simulated_target__policy=naive,Government surveillance is necessary for national security.,supports,5,0.00023311099771211667,0.0,0.00023311099771213887,0.0,0.0,1.0
full_simulated_target__policy=naive,Governments should have the right to censor the Internet.,opposes,4,-0.003072047037918607,0.0,0.003072047037918607,0.0,0.25,0.75
full_simulated_target__policy=naive,Governments should have the right to censor the Internet.,supports,5,0.009229826810048126,0.0,0.009229826810048126,0.2,0.0,0.8
full_simulated_target__policy=naive,Online learning is a suitable replacement for traditional in-person education.,opposes,5,-0.01929729521160777,0.0,0.019297295211607814,0.0,0.4,0.6
full_simulated_target__policy=naive,Online learning is a suitable replacement for traditional in-person education.,supports,4,0.003430880373117789,0.0,0.003430880373117789,0.25,0.0,0.75
full_simulated_target__policy=naive,Public college should be tuition-free.,opposes,4,-0.003113726461780153,-5.551115123125783e-17,0.003113726461780153,0.0,0.25,0.75
full_simulated_target__policy=naive,Public college should be tuition-free.,supports,5,0.006464838252455101,0.0,0.006464838252455101,0.2,0.0,0.8
full_simulated_target__policy=naive,Social media are making people stupid.,opposes,3,-0.005952608251918974,0.0,0.005952608251918974,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,Social media are making people stupid.,supports,6,0.010953612870544497,0.0037638723105300146,0.010953612870544497,0.3333333333333333,0.0,0.6666666666666666
full_simulated_target__policy=naive,Space exploration is a worthwhile investment for humanity.,opposes,4,-0.002609637247758423,0.0,0.002609637247758423,0.0,0.25,0.75
full_simulated_target__policy=naive,Space exploration is a worthwhile investment for humanity.,supports,5,0.011931314263670478,6.848801685678876e-05,0.011931314263670478,0.2,0.0,0.8
full_simulated_target__policy=naive,Students should have to wear school uniforms.,opposes,5,-0.009681778984221134,0.0,0.009681778984221134,0.0,0.2,0.8
full_simulated_target__policy=naive,Students should have to wear school uniforms.,supports,4,0.0012186376692099367,0.0004955798011806339,0.0012186376692099436,0.0,0.0,1.0
full_simulated_target__policy=naive,The US should ban fossil fuels to combat climate change.,opposes,4,-0.0014774236035497157,0.0,0.0014774236035497157,0.0,0.0,1.0
full_simulated_target__policy=naive,The US should ban fossil fuels to combat climate change.,supports,5,0.012678713012894638,0.0013025656614444603,0.012678713012894638,0.4,0.0,0.6
full_simulated_target__policy=naive,The US should enact more regulations to ensure fair elections.,opposes,5,-0.02455033660382535,0.0,0.024550336603825485,0.0,0.4,0.6
full_simulated_target__policy=naive,The US should enact more regulations to ensure fair elections.,supports,4,0.00016312011500590313,0.0,0.00016312011500590313,0.0,0.0,1.0
full_simulated_target__policy=naive,The US should expand ('pack') the Supreme Court.,opposes,5,-0.005902049423032962,0.0,0.005902049423032962,0.0,0.2,0.8
full_simulated_target__policy=naive,The US should expand ('pack') the Supreme Court.,supports,4,0.0009481507698321911,0.0,0.000948150769832198,0.0,0.0,1.0
full_simulated_target__policy=naive,The US should have mandatory national service.,opposes,4,-0.013433799101811222,-0.0050566829254052315,0.013433799101811222,0.0,0.5,0.5
full_simulated_target__policy=naive,The US should have mandatory national service.,supports,5,0.0022128891533496815,0.0,0.0022128891533496815,0.2,0.0,0.8
full_simulated_target__policy=naive,The US should provide military aid to Ukraine in its conflict with Russia.,opposes,4,-0.0005806342086211724,0.0,0.0005806342086211724,0.0,0.0,1.0
full_simulated_target__policy=naive,The US should provide military aid to Ukraine in its conflict with Russia.,supports,5,0.008766378719768247,0.0,0.008766378719768247,0.4,0.0,0.6
full_simulated_target__policy=naive,The death penalty should be legal.,opposes,5,-0.01580740630104971,0.0,0.01580740630104971,0.0,0.2,0.8
full_simulated_target__policy=naive,The death penalty should be legal.,supports,4,0.0020660217602073566,0.0,0.0020660217602073566,0.0,0.0,1.0
full_simulated_target__policy=naive,The penny should stay in circulation.,opposes,6,-0.00569702726501294,0.0,0.005697027265013088,0.0,0.16666666666666666,0.8333333333333334
full_simulated_target__policy=naive,The penny should stay in circulation.,supports,3,0.0028485512721892112,0.0,0.0028485512721892112,0.0,0.0,1.0
full_simulated_target__policy=naive,The rich should pay more taxes.,opposes,5,-0.0075041476666299674,0.0,0.0075041476666299674,0.0,0.2,0.8
full_simulated_target__policy=naive,The rich should pay more taxes.,supports,4,0.0004158995589876981,0.0,0.0004158995589876981,0.0,0.0,1.0
full_simulated_target__policy=naive,There should be international agreements to enforce global climate change policies.,opposes,5,-0.012741880535901418,0.0,0.012741880535901418,0.0,0.2,0.8
full_simulated_target__policy=naive,There should be international agreements to enforce global climate change policies.,supports,4,0.004634629906163243,0.0,0.004634629906163243,0.25,0.0,0.75
full_simulated_target__policy=naive,There should be limits on freedom of speech to prevent hate speech.,opposes,4,-0.014509018561576409,-0.008053987577918864,0.015191781723256609,0.0,0.5,0.5
full_simulated_target__policy=naive,There should be limits on freedom of speech to prevent hate speech.,supports,5,0.012807986560807016,0.009140954501314753,0.012807986560807016,0.4,0.0,0.6
full_simulated_target__policy=naive,There should be mandatory quotas for women in leadership positions.,opposes,3,-0.003460757572709546,0.0,0.003460757572709916,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,There should be mandatory quotas for women in leadership positions.,supports,6,0.006067235667279235,0.0,0.006067235667279235,0.16666666666666666,0.0,0.8333333333333334
full_simulated_target__policy=naive,There should be standardized testing in schools.,opposes,6,-0.0048118406221908105,0.0,0.004811840622190884,0.0,0.16666666666666666,0.8333333333333334
full_simulated_target__policy=naive,There should be standardized testing in schools.,supports,3,0.0009411139837303117,1.3877787807814457e-17,0.0009411139837303117,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Abortion should be legal.,opposes,1,0.0033508064833056572,0.0033508064833056572,0.0033508064833056572,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Abortion should be legal.,supports,2,-0.0250026304695853,-0.0250026304695853,0.0250026304695853,0.0,0.5,0.5
structure_target__policy=gpt-5-2025-08-07,Animals should be used for scientific research.,opposes,2,0.01640009042276941,0.01640009042276941,0.13259788088591634,0.5,0.5,0.0
structure_target__policy=gpt-5-2025-08-07,Animals should be used for scientific research.,supports,1,0.14923058325938557,0.14923058325938557,0.14923058325938557,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Artificial intelligence is good for society.,opposes,2,0.011254778100807827,0.011254778100807827,0.031778845914426423,0.5,0.5,0.0
structure_target__policy=gpt-5-2025-08-07,Artificial intelligence is good for society.,supports,1,0.2095510514410935,0.2095510514410935,0.2095510514410935,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Arts education is as important as science and math in schools.,opposes,1,0.7711556197147037,0.7711556197147037,0.7711556197147037,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Arts education is as important as science and math in schools.,supports,2,0.016857182106404522,0.016857182106404522,0.01759224671764892,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,Colleges should consider race as a factor in admissions to ensure diversity.,opposes,1,-0.0047284731222208,-0.0047284731222208,0.0047284731222208,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Colleges should consider race as a factor in admissions to ensure diversity.,supports,2,0.0009462014839415715,0.0009462014839415715,0.0009674630778284503,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Elected or appointed government officials should be paid the minimum wage.,opposes,2,0.6292628757593817,0.6292628757593817,0.6292628757593817,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Elected or appointed government officials should be paid the minimum wage.,supports,1,0.03279536546899085,0.03279536546899085,0.03279536546899085,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Every citizen should receive a basic income from the government.,opposes,2,-0.002109607235981137,-0.002109607235981137,0.002242692037308258,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Every citizen should receive a basic income from the government.,supports,1,0.09877978994006975,0.09877978994006975,0.09877978994006975,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Felons should regain the right to vote.,opposes,1,0.002239942791438132,0.002239942791438132,0.002239942791438132,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Felons should regain the right to vote.,supports,2,0.017569754523471915,0.017569754523471915,0.02238291548984549,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,Government surveillance is necessary for national security.,opposes,1,0.760129441803692,0.760129441803692,0.760129441803692,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Government surveillance is necessary for national security.,supports,2,0.02618772739221116,0.02618772739221116,0.02618772739221116,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Governments should have the right to censor the Internet.,opposes,1,0.8674826061750285,0.8674826061750285,0.8674826061750285,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Governments should have the right to censor the Internet.,supports,2,0.017219763380186784,0.017219763380186784,0.019546183889491378,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,Online learning is a suitable replacement for traditional in-person education.,opposes,2,0.19275558826689365,0.19275558826689365,0.19275558826689365,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Online learning is a suitable replacement for traditional in-person education.,supports,1,0.11226816081973932,0.11226816081973932,0.11226816081973932,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Public college should be tuition-free.,opposes,1,0.0021312477231123506,0.0021312477231123506,0.0021312477231123506,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Public college should be tuition-free.,supports,2,0.025223912012725433,0.025223912012725433,0.025223912012725433,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,Social media are making people stupid.,opposes,1,0.12074858931709398,0.12074858931709398,0.12074858931709398,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Social media are making people stupid.,supports,2,-0.0016105166733841013,-0.0016105166733841013,0.0016105166733841013,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Space exploration is a worthwhile investment for humanity.,opposes,1,0.15124424064288833,0.15124424064288833,0.15124424064288833,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Space exploration is a worthwhile investment for humanity.,supports,2,0.15680623523286707,0.15680623523286707,0.15680623523286707,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Students should have to wear school uniforms.,opposes,2,0.0024983225340209914,0.0024983225340209914,0.0024983225340209914,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Students should have to wear school uniforms.,supports,1,0.2728946228753229,0.2728946228753229,0.2728946228753229,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The US should ban fossil fuels to combat climate change.,opposes,1,0.3367804689446281,0.3367804689446281,0.3367804689446281,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The US should ban fossil fuels to combat climate change.,supports,2,0.11226116865078055,0.11226116865078055,0.11497483530603396,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,The US should enact more regulations to ensure fair elections.,opposes,1,0.06149026073874386,0.06149026073874386,0.06149026073874386,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The US should enact more regulations to ensure fair elections.,supports,2,0.10888156201689048,0.10888156201689048,0.16259981217189473,0.5,0.5,0.0
structure_target__policy=gpt-5-2025-08-07,The US should expand ('pack') the Supreme Court.,opposes,2,0.5106701860833741,0.5106701860833741,0.5106701860833741,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The US should expand ('pack') the Supreme Court.,supports,1,0.07718683312491484,0.07718683312491484,0.07718683312491484,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The US should have mandatory national service.,opposes,1,0.11579147949959334,0.11579147949959334,0.11579147949959334,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The US should have mandatory national service.,supports,2,0.0032118149421500874,0.0032118149421500874,0.0032118149421500874,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,The US should provide military aid to Ukraine in its conflict with Russia.,opposes,2,-0.003765386096010015,-0.003765386096010015,0.003765386096010015,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,The US should provide military aid to Ukraine in its conflict with Russia.,supports,1,0.026624232233286027,0.026624232233286027,0.026624232233286027,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The death penalty should be legal.,opposes,1,0.04237265014233638,0.04237265014233638,0.04237265014233638,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The death penalty should be legal.,supports,2,-0.006887478514989394,-0.006887478514989394,0.006887478514989394,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,The penny should stay in circulation.,opposes,1,-0.0013542735639424652,-0.0013542735639424652,0.0013542735639424652,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,The penny should stay in circulation.,supports,2,-0.03496753024541327,-0.03496753024541327,0.10171617001527122,0.5,0.5,0.0
structure_target__policy=gpt-5-2025-08-07,The rich should pay more taxes.,opposes,1,0.07826819787982886,0.07826819787982886,0.07826819787982886,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The rich should pay more taxes.,supports,2,0.04501340888621522,0.04501340888621522,0.04501340888621522,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,There should be international agreements to enforce global climate change policies.,opposes,2,0.2810337717575829,0.2810337717575829,0.32678244463594636,0.5,0.5,0.0
structure_target__policy=gpt-5-2025-08-07,There should be international agreements to enforce global climate change policies.,supports,1,0.06439905463428458,0.06439905463428458,0.06439905463428458,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,There should be limits on freedom of speech to prevent hate speech.,opposes,2,-0.05163667662733307,-0.05163667662733307,0.05500697137436339,0.0,0.5,0.5
structure_target__policy=gpt-5-2025-08-07,There should be limits on freedom of speech to prevent hate speech.,supports,1,0.035404004087221004,0.035404004087221004,0.035404004087221004,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,There should be mandatory quotas for women in leadership positions.,opposes,1,0.7593639183286702,0.7593639183286702,0.7593639183286702,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,There should be mandatory quotas for women in leadership positions.,supports,2,0.024268691927276258,0.024268691927276258,0.024268691927276258,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,There should be standardized testing in schools.,opposes,1,0.14803150493044248,0.14803150493044248,0.14803150493044248,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,There should be standardized testing in schools.,supports,2,0.1530108450730725,0.1530108450730725,0.1530108450730725,1.0,0.0,0.0
structure_target__policy=naive,Abortion should be legal.,opposes,1,0.9433508064833056,0.9433508064833056,0.9433508064833056,1.0,0.0,0.0
structure_target__policy=naive,Abortion should be legal.,supports,2,0.024997369530414718,0.024997369530414718,0.025557631927337773,0.5,0.0,0.5
structure_target__policy=naive,Animals should be used for scientific research.,opposes,2,0.40640009042276937,0.40640009042276937,0.40640009042276937,1.0,0.0,0.0
structure_target__policy=naive,Animals should be used for scientific research.,supports,1,0.06923058325938555,0.06923058325938555,0.06923058325938555,1.0,0.0,0.0
structure_target__policy=naive,Artificial intelligence is good for society.,opposes,2,0.001254778100807874,0.001254778100807874,0.0017788459144264523,0.0,0.0,1.0
structure_target__policy=naive,Artificial intelligence is good for society.,supports,1,-0.00044894855890648816,-0.00044894855890648816,0.00044894855890648816,0.0,0.0,1.0
structure_target__policy=naive,Arts education is as important as science and math in schools.,opposes,1,0.8411556197147038,0.8411556197147038,0.8411556197147038,1.0,0.0,0.0
structure_target__policy=naive,Arts education is as important as science and math in schools.,supports,2,0.001857182106404523,0.001857182106404523,0.002592246717648919,0.0,0.0,1.0
structure_target__policy=naive,Colleges should consider race as a factor in admissions to ensure diversity.,opposes,1,0.8952715268777791,0.8952715268777791,0.8952715268777791,1.0,0.0,0.0
