corpus,proposition,stance,n_rounds,mean_total_delta,median_total_delta,mean_abs_total_delta,toward_round_rate,away_round_rate,near_zero_round_rate
full_simulated_target__policy=gpt-5-2025-08-07,The death penalty should be legal.,supports,9,0.13972035456252274,0.11658210992881597,0.13972035456252274,0.7777777777777778,0.0,0.2222222222222222
full_simulated_target__policy=gpt-5-2025-08-07,The penny should stay in circulation.,opposes,6,-0.009425479309640938,-0.0035624606383035107,0.01988044171165036,0.16666666666666666,0.3333333333333333,0.5
full_simulated_target__policy=gpt-5-2025-08-07,The penny should stay in circulation.,supports,9,0.04059871773473898,0.025407334800544808,0.04059871773473898,0.7777777777777778,0.0,0.2222222222222222
full_simulated_target__policy=gpt-5-2025-08-07,The rich should pay more taxes.,opposes,6,-0.015800091368071274,-0.0053815979068342346,0.021932556474402825,0.16666666666666666,0.3333333333333333,0.5
full_simulated_target__policy=gpt-5-2025-08-07,The rich should pay more taxes.,supports,9,0.10761368891490466,0.040640130840616295,0.10761368891490466,1.0,0.0,0.0
full_simulated_target__policy=gpt-5-2025-08-07,There should be international agreements to enforce global climate change policies.,opposes,6,-0.008974910133211889,-0.0131198656055585,0.034529782543915165,0.16666666666666666,0.5,0.3333333333333333
full_simulated_target__policy=gpt-5-2025-08-07,There should be international agreements to enforce global climate change policies.,supports,9,0.07865308210958621,0.06401974405428706,0.07865308210958621,0.8888888888888888,0.0,0.1111111111111111
full_simulated_target__policy=gpt-5-2025-08-07,There should be limits on freedom of speech to prevent hate speech.,opposes,6,0.006902965148591548,-0.008751265537587316,0.025046621660023898,0.16666666666666666,0.5,0.3333333333333333
full_simulated_target__policy=gpt-5-2025-08-07,There should be limits on freedom of speech to prevent hate speech.,supports,9,0.10140688201748708,0.0894725007568718,0.10140688201748708,0.7777777777777778,0.0,0.2222222222222222
full_simulated_target__policy=gpt-5-2025-08-07,There should be mandatory quotas for women in leadership positions.,opposes,6,-0.0004173389313445834,0.0008840037584738614,0.01663429470419797,0.3333333333333333,0.3333333333333333,0.3333333333333333
full_simulated_target__policy=gpt-5-2025-08-07,There should be mandatory quotas for women in leadership positions.,supports,9,0.09385145013389946,0.030311619848429172,0.09385145013389946,0.7777777777777778,0.0,0.2222222222222222
full_simulated_target__policy=gpt-5-2025-08-07,There should be standardized testing in schools.,opposes,6,0.008385866264776498,-0.0032323350979683863,0.03515104419330763,0.3333333333333333,0.3333333333333333,0.3333333333333333
full_simulated_target__policy=gpt-5-2025-08-07,There should be standardized testing in schools.,supports,9,0.09205754521690003,0.05735984919212561,0.09205754521690003,0.6666666666666666,0.0,0.3333333333333333
full_simulated_target__policy=naive,Abortion should be legal.,opposes,6,-0.005871028533410687,0.0,0.005871028533410687,0.0,0.16666666666666666,0.8333333333333334
full_simulated_target__policy=naive,Abortion should be legal.,supports,9,0.008605368826506248,0.0,0.008605368826506248,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,Animals should be used for scientific research.,opposes,6,-0.003977694457077037,0.0,0.0039776944570770745,0.0,0.16666666666666666,0.8333333333333334
full_simulated_target__policy=naive,Animals should be used for scientific research.,supports,9,0.005589424544652703,0.0,0.005589424544652703,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,Artificial intelligence is good for society.,opposes,6,-0.006272117036154952,-2.220446049250313e-16,0.006272117036154952,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,Artificial intelligence is good for society.,supports,9,0.00840517393842242,0.0,0.00840517393842242,0.3333333333333333,0.0,0.6666666666666666
full_simulated_target__policy=naive,Arts education is as important as science and math in schools.,opposes,6,-0.0050170558515628865,0.0,0.0050170558515628865,0.0,0.16666666666666666,0.8333333333333334
full_simulated_target__policy=naive,Arts education is as important as science and math in schools.,supports,9,0.005346104366353314,0.0,0.005346104366353314,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,Colleges should consider race as a factor in admissions to ensure diversity.,opposes,6,-0.01296572988945697,-0.0017857862443961814,0.01296572988945697,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,Colleges should consider race as a factor in admissions to ensure diversity.,supports,9,0.027616702679497285,0.011483563001171149,0.027616702679497285,0.5555555555555556,0.0,0.4444444444444444
full_simulated_target__policy=naive,Elected or appointed government officials should be paid the minimum wage.,opposes,6,-0.005734572296712703,0.0,0.005734572296712703,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,Elected or appointed government officials should be paid the minimum wage.,supports,9,0.004935575087644746,0.0,0.004935575087644746,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,Every citizen should receive a basic income from the government.,opposes,6,-0.006324589566296761,0.0,0.006324589566296761,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,Every citizen should receive a basic income from the government.,supports,9,0.007086478939728324,0.0,0.00708647893972833,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,Felons should regain the right to vote.,opposes,6,-0.0033029802399229258,-1.1102230246251565e-16,0.0033029802399229258,0.0,0.16666666666666666,0.8333333333333334
full_simulated_target__policy=naive,Felons should regain the right to vote.,supports,9,0.004792905271530782,8.326672684688674e-17,0.00479290527153082,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,Government surveillance is necessary for national security.,opposes,6,-0.007569646732359899,-1.1102230246251565e-16,0.007569646732359973,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,Government surveillance is necessary for national security.,supports,9,0.008061801077492459,0.0,0.008061801077492459,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,Governments should have the right to censor the Internet.,opposes,6,-0.0029740632619677334,0.0,0.0029740632619677707,0.0,0.0,1.0
full_simulated_target__policy=naive,Governments should have the right to censor the Internet.,supports,9,0.0066092046482418825,0.0,0.0066092046482418825,0.1111111111111111,0.0,0.8888888888888888
full_simulated_target__policy=naive,Online learning is a suitable replacement for traditional in-person education.,opposes,6,-0.0064478108010643425,-1.1102230246251565e-16,0.0064478108010643425,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,Online learning is a suitable replacement for traditional in-person education.,supports,9,0.005094328679357648,0.0,0.005094328679357648,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,Public college should be tuition-free.,opposes,6,-0.0068987390811151945,0.0,0.0068987390811151945,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,Public college should be tuition-free.,supports,9,0.004388185909951264,0.0,0.004388185909951264,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,Social media are making people stupid.,opposes,6,-0.012543859986669126,-0.002822708756970327,0.012543859986669126,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,Social media are making people stupid.,supports,9,0.012009537557091311,0.0026022261575132308,0.012009537557091311,0.4444444444444444,0.0,0.5555555555555556
full_simulated_target__policy=naive,Space exploration is a worthwhile investment for humanity.,opposes,6,-0.005499595517809726,-5.551115123125783e-17,0.005499595517809763,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,Space exploration is a worthwhile investment for humanity.,supports,9,0.009231605196854188,0.0,0.009231605196854188,0.3333333333333333,0.0,0.6666666666666666
full_simulated_target__policy=naive,Students should have to wear school uniforms.,opposes,6,-0.004801637691463745,-0.0005292394577677273,0.004801637691463856,0.0,0.16666666666666666,0.8333333333333334
full_simulated_target__policy=naive,Students should have to wear school uniforms.,supports,9,0.006862260930518059,0.0,0.00686226093051806,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,The US should ban fossil fuels to combat climate change.,opposes,6,-0.010536935033358489,-5.551115123125783e-17,0.010536935033358489,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,The US should ban fossil fuels to combat climate change.,supports,9,0.009344195035583739,0.001069908711250421,0.009344195035583739,0.4444444444444444,0.0,0.5555555555555556
full_simulated_target__policy=naive,The US should enact more regulations to ensure fair elections.,opposes,6,-0.005459426835031256,0.0,0.0054594268350313295,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,The US should enact more regulations to ensure fair elections.,supports,9,0.010088457252066455,0.0,0.010088457252066455,0.3333333333333333,0.0,0.6666666666666666
full_simulated_target__policy=naive,The US should expand ('pack') the Supreme Court.,opposes,6,-0.006164668068694479,0.0,0.006164668068694479,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,The US should expand ('pack') the Supreme Court.,supports,9,0.0052735627644280815,0.0,0.0052735627644280815,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,The US should have mandatory national service.,opposes,6,-0.005471287649018497,-1.1102230246251565e-16,0.005471287649018571,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,The US should have mandatory national service.,supports,9,0.005670126811317623,0.0,0.005670126811317635,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,The US should provide military aid to Ukraine in its conflict with Russia.,opposes,6,-0.005610808292303278,0.0,0.005610808292303278,0.0,0.16666666666666666,0.8333333333333334
full_simulated_target__policy=naive,The US should provide military aid to Ukraine in its conflict with Russia.,supports,9,0.006306132051084217,6.938893903907228e-18,0.006306132051084217,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,The death penalty should be legal.,opposes,6,-0.00513261840422032,-5.551115123125783e-17,0.00513261840422032,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,The death penalty should be legal.,supports,9,0.006559371258868482,0.0,0.006559371258868482,0.1111111111111111,0.0,0.8888888888888888
full_simulated_target__policy=naive,The penny should stay in circulation.,opposes,6,-0.004789756794940314,0.0,0.004789756794940314,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,The penny should stay in circulation.,supports,9,0.005206941085769673,0.0,0.005206941085769673,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,The rich should pay more taxes.,opposes,6,-0.006814569910992126,0.0,0.006814569910992126,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,The rich should pay more taxes.,supports,9,0.00645161572707292,0.0,0.00645161572707292,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,There should be international agreements to enforce global climate change policies.,opposes,6,-0.004279784605495718,0.0,0.004279784605495718,0.0,0.16666666666666666,0.8333333333333334
full_simulated_target__policy=naive,There should be international agreements to enforce global climate change policies.,supports,9,0.008192156232841625,0.0,0.008192156232841625,0.3333333333333333,0.0,0.6666666666666666
full_simulated_target__policy=naive,There should be limits on freedom of speech to prevent hate speech.,opposes,6,-0.01708312770872979,-0.0015096129603294206,0.01708312770872979,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,There should be limits on freedom of speech to prevent hate speech.,supports,9,0.01723753995330239,0.002137451920563936,0.01723753995330239,0.3333333333333333,0.0,0.6666666666666666
full_simulated_target__policy=naive,There should be mandatory quotas for women in leadership positions.,opposes,6,-0.011686831229300679,-0.001793866358393903,0.011686831229300679,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,There should be mandatory quotas for women in leadership positions.,supports,9,0.005617714462401962,0.0,0.005617714462401962,0.2222222222222222,0.0,0.7777777777777778
full_simulated_target__policy=naive,There should be standardized testing in schools.,opposes,6,-0.006445613215728803,-0.0005758155014610189,0.006445613215728803,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target__policy=naive,There should be standardized testing in schools.,supports,9,0.007628959541049081,1.1102230246251565e-16,0.007628959541049087,0.2222222222222222,0.0,0.7777777777777778
structure_target__policy=gpt-5-2025-08-07,Abortion should be legal.,opposes,2,0.0007482683514912769,0.0007482683514912769,0.0018927280473511332,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Abortion should be legal.,supports,3,-0.014138781305017162,0.00034470104160373716,0.0173592720974267,0.0,0.3333333333333333,0.6666666666666666
structure_target__policy=gpt-5-2025-08-07,Animals should be used for scientific research.,opposes,2,0.08074826835149129,0.08074826835149129,0.08074826835149129,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,Animals should be used for scientific research.,supports,3,0.10252788536164949,0.08275291989633415,0.10252788536164949,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Artificial intelligence is good for society.,opposes,2,0.02074826835149124,0.02074826835149124,0.021892728047351095,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,Artificial intelligence is good for society.,supports,3,0.029194552028316167,0.07448603514701058,0.08069260543076005,0.6666666666666666,0.3333333333333333,0.0
structure_target__policy=gpt-5-2025-08-07,Arts education is as important as science and math in schools.,opposes,2,0.0007482683514912769,0.0007482683514912769,0.0018927280473511332,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Arts education is as important as science and math in schools.,supports,3,-0.014138781305017162,0.00034470104160373716,0.0173592720974267,0.0,0.3333333333333333,0.6666666666666666
structure_target__policy=gpt-5-2025-08-07,Colleges should consider race as a factor in admissions to ensure diversity.,opposes,2,0.7407482683514912,0.7407482683514912,0.7407482683514912,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Colleges should consider race as a factor in admissions to ensure diversity.,supports,3,-0.024138781305017173,0.00034470104160373716,0.02735927209742671,0.0,0.3333333333333333,0.6666666666666666
structure_target__policy=gpt-5-2025-08-07,Elected or appointed government officials should be paid the minimum wage.,opposes,2,0.7907482683514913,0.7907482683514913,0.7907482683514913,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Elected or appointed government officials should be paid the minimum wage.,supports,3,-0.07080544797168382,0.00034470104160373716,0.07402593876409336,0.0,0.3333333333333333,0.6666666666666666
structure_target__policy=gpt-5-2025-08-07,Every citizen should receive a basic income from the government.,opposes,2,0.0007482683514912769,0.0007482683514912769,0.0018927280473511332,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Every citizen should receive a basic income from the government.,supports,3,-0.007472114638350495,0.00448603514701057,0.02402593876409337,0.3333333333333333,0.3333333333333333,0.3333333333333333
structure_target__policy=gpt-5-2025-08-07,Felons should regain the right to vote.,opposes,2,0.0007482683514912769,0.0007482683514912769,0.0018927280473511332,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,Felons should regain the right to vote.,supports,3,-0.014138781305017162,0.00034470104160373716,0.0173592720974267,0.0,0.3333333333333333,0.6666666666666666
structure_target__policy=gpt-5-2025-08-07,Government surveillance is necessary for national security.,opposes,2,0.16074826835149125,0.16074826835149125,0.1618927280473511,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,Government surveillance is necessary for national security.,supports,3,0.02586121869498284,0.05034470104160374,0.0573592720974267,0.6666666666666666,0.3333333333333333,0.0
structure_target__policy=gpt-5-2025-08-07,Governments should have the right to censor the Internet.,opposes,2,0.3707482683514912,0.3707482683514912,0.3718927280473511,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,Governments should have the right to censor the Internet.,supports,3,-0.02413878130501716,0.03448603514701057,0.08069260543076003,0.6666666666666666,0.3333333333333333,0.0
structure_target__policy=gpt-5-2025-08-07,Online learning is a suitable replacement for traditional in-person education.,opposes,2,0.13074826835149123,0.13074826835149123,0.13074826835149123,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Online learning is a suitable replacement for traditional in-person education.,supports,3,0.049194552028316164,0.054486035147010586,0.049194552028316164,0.6666666666666666,0.0,0.3333333333333333
structure_target__policy=gpt-5-2025-08-07,Public college should be tuition-free.,opposes,2,0.46074826835149124,0.46074826835149124,0.46074826835149124,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Public college should be tuition-free.,supports,3,-0.0008054479716838268,0.00448603514701057,0.06402593876409336,0.3333333333333333,0.3333333333333333,0.3333333333333333
structure_target__policy=gpt-5-2025-08-07,Social media are making people stupid.,opposes,2,0.3757482683514913,0.3757482683514913,0.3757482683514913,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Social media are making people stupid.,supports,3,0.08586121869498282,0.10448603514701058,0.08586121869498282,0.6666666666666666,0.0,0.3333333333333333
structure_target__policy=gpt-5-2025-08-07,Space exploration is a worthwhile investment for humanity.,opposes,2,0.030748268351491304,0.030748268351491304,0.030748268351491304,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,Space exploration is a worthwhile investment for humanity.,supports,3,0.039194552028316176,0.07448603514701058,0.07069260543076004,0.6666666666666666,0.3333333333333333,0.0
structure_target__policy=gpt-5-2025-08-07,Students should have to wear school uniforms.,opposes,2,0.3307482683514913,0.3307482683514913,0.3307482683514913,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,Students should have to wear school uniforms.,supports,3,-0.004138781305017168,0.00448603514701057,0.04069260543076004,0.3333333333333333,0.3333333333333333,0.3333333333333333
structure_target__policy=gpt-5-2025-08-07,The US should ban fossil fuels to combat climate change.,opposes,2,0.3407482683514912,0.3407482683514912,0.3407482683514912,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The US should ban fossil fuels to combat climate change.,supports,3,0.05919455202831617,0.00448603514701057,0.09069260543076003,0.3333333333333333,0.3333333333333333,0.3333333333333333
structure_target__policy=gpt-5-2025-08-07,The US should enact more regulations to ensure fair elections.,opposes,2,0.030748268351491248,0.030748268351491248,0.031892728047351104,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,The US should enact more regulations to ensure fair elections.,supports,3,0.05919455202831617,0.05275291989633424,0.05919455202831617,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,The US should expand ('pack') the Supreme Court.,opposes,2,0.4407482683514912,0.4407482683514912,0.4418927280473511,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,The US should expand ('pack') the Supreme Court.,supports,3,-0.04080544797168384,0.00448603514701057,0.057359272097426715,0.3333333333333333,0.3333333333333333,0.3333333333333333
structure_target__policy=gpt-5-2025-08-07,The US should have mandatory national service.,opposes,2,0.2307482683514913,0.2307482683514913,0.2307482683514913,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,The US should have mandatory national service.,supports,3,-0.004138781305017172,0.00034470104160373716,0.00735927209742671,0.0,0.3333333333333333,0.6666666666666666
structure_target__policy=gpt-5-2025-08-07,The US should provide military aid to Ukraine in its conflict with Russia.,opposes,2,0.0007482683514912769,0.0007482683514912769,0.0018927280473511332,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,The US should provide military aid to Ukraine in its conflict with Russia.,supports,3,-0.017472114638350498,0.00034470104160373716,0.020692605430760038,0.0,0.3333333333333333,0.6666666666666666
structure_target__policy=gpt-5-2025-08-07,The death penalty should be legal.,opposes,2,0.4407482683514913,0.4407482683514913,0.44189272804735114,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,The death penalty should be legal.,supports,3,-0.09080544797168383,0.00448603514701057,0.1073592720974267,0.3333333333333333,0.3333333333333333,0.3333333333333333
structure_target__policy=gpt-5-2025-08-07,The penny should stay in circulation.,opposes,2,0.30074826835149127,0.30074826835149127,0.30074826835149127,0.5,0.0,0.5
structure_target__policy=gpt-5-2025-08-07,The penny should stay in circulation.,supports,3,-0.04080544797168383,-0.04551396485298942,0.087701915332753,0.3333333333333333,0.6666666666666666,0.0
structure_target__policy=gpt-5-2025-08-07,The rich should pay more taxes.,opposes,2,0.0007482683514912769,0.0007482683514912769,0.0018927280473511332,0.0,0.0,1.0
structure_target__policy=gpt-5-2025-08-07,The rich should pay more taxes.,supports,3,0.08586121869498285,0.00448603514701057,0.11069260543076004,0.3333333333333333,0.3333333333333333,0.3333333333333333
structure_target__policy=gpt-5-2025-08-07,There should be international agreements to enforce global climate change policies.,opposes,2,0.43074826835149127,0.43074826835149127,0.43074826835149127,1.0,0.0,0.0
structure_target__policy=gpt-5-2025-08-07,There should be international agreements to enforce global climate change policies.,supports,3,0.009194552028316164,0.03448603514701057,0.06069260543076005,0.6666666666666666,0.3333333333333333,0.0
